country_id,year,mortality_value
SRB,2019,4.9
SRB,2020,4.9
SSA,2000,91.2170105478251
SSA,2001,88.3847830236736
SSA,2002,85.4394641400809
SSA,2003,82.5119634495651
SSA,2004,79.6447841400406
SSA,2005,76.8705564433047
SSA,2006,74.2707611371671
SSA,2007,71.7352727504837
SSA,2008,69.3657783467617
SSA,2009,67.1565189575999
SSA,2010,65.1155471235829
SSA,2011,63.2083121290535
SSA,2012,61.4481295195948
SSA,2013,59.8636240034136
SSA,2014,58.4064988447235
SSA,2015,57.0481948887518
SSA,2016,55.6691740517455
SSA,2017,54.2812728847157
SSA,2018,52.9205674745179
SSA,2019,51.5853073218898
SSA,2020,50.262233041509
SSD,2000,108.9
SSD,2001,104.1
SSD,2002,99.5
SSD,2003,95.0
SSD,2004,90.7
SSD,2005,86.6
SSD,2006,82.8
SSD,2007,79.1
SSD,2008,75.7
SSD,2009,72.4
SSD,2010,69.2
SSD,2011,66.4
SSD,2012,64.5
SSD,2013,63.6
SSD,2014,63.3
SSD,2015,63.3
SSD,2016,63.3
SSD,2017,63.3
SSD,2018,63.3
SSD,2019,63.3
SSD,2020,63.3
SSF,2000,91.2
SSF,2001,88.4
SSF,2002,85.4
SSF,2003,82.5
SSF,2004,79.6
SSF,2005,76.9
SSF,2006,74.3
SSF,2007,71.7
SSF,2008,69.4
SSF,2009,67.1
SSF,2010,65.1
SSF,2011,63.2
SSF,2012,61.4
SSF,2013,59.9
SSF,2014,58.4
SSF,2015,57.1
SSF,2016,55.7
SSF,2017,54.3
SSF,2018,52.9
SSF,2019,51.6
SSF,2020,50.3
SST,2000,49.4335128517386
SST,2001,48.6286196332867
SST,2002,47.8289793562537
SST,2003,47.0220072394247
SST,2004,46.0983765281297
SST,2005,44.7968230999853
SST,2006,43.3308638600668
SST,2007,42.4867968081899
SST,2008,41.9517637700509
SST,2009,40.7885881145638
SST,2010,39.4502592486029
SST,2011,38.531331567069
SST,2012,37.8326307714829
SST,2013,36.925615917931
SST,2014,36.2692934009848
SST,2015,35.3842332213403
SST,2016,34.6016519194158
SST,2017,33.9298013207564
SST,2018,33.0556766293068
SST,2019,32.3277806361112
SST,2020,31.5494360891684
STP,2000,54.3
STP,2001,51.2
STP,2002,48.0
STP,2003,45.0
STP,2004,42.1
STP,2005,39.3
STP,2006,36.6
STP,2007,34.2
STP,2008,31.9
STP,2009,29.7
STP,2010,27.6
STP,2011,25.7
STP,2012,23.7
STP,2013,22.0
STP,2014,20.1
STP,2015,18.5
STP,2016,16.9
STP,2017,15.5
STP,2018,14.4
STP,2019,13.5
STP,2020,12.7
SUR,2000,27.5
SUR,2001,26.6
SUR,2002,25.7
SUR,2003,24.9
SUR,2004,24.2
SUR,2005,23.5
SUR,2006,22.9
SUR,2007,22.2
SUR,2008,21.7
SUR,2009,21.1
SUR,2010,20.6
SUR,2011,20.1
SUR,2012,19.6
SUR,2013,19.1
SUR,2014,18.6
SUR,2015,18.2
SUR,2016,17.7
SUR,2017,17.2
SUR,2018,16.7
SUR,2019,16.2
SUR,2020,15.7
SVK,2000,8.2
SVK,2001,7.9
SVK,2002,7.6
SVK,2003,7.3
SVK,2004,7.1
SVK,2005,6.8
SVK,2006,6.6
SVK,2007,6.4
SVK,2008,6.1
SVK,2009,5.9
SVK,2010,5.8
SVK,2011,5.6
SVK,2012,5.5
SVK,2013,5.3
SVK,2014,5.2
SVK,2015,5.1
SVK,2016,5.0
SVK,2017,4.9
SVK,2018,4.9
SVK,2019,4.8
SVK,2020,4.7
SVN,2000,4.6
SVN,2001,4.3
SVN,2002,4.1
SVN,2003,3.9
SVN,2004,3.7
SVN,2005,3.5
SVN,2006,3.3
SVN,2007,3.1
SVN,2008,2.9
SVN,2009,2.8
SVN,2010,2.6
SVN,2011,2.5
SVN,2012,2.4
SVN,2013,2.3
SVN,2014,2.2
SVN,2015,2.1
SVN,2016,2.0
SVN,2017,2.0
SVN,2018,1.9
SVN,2019,1.8
SVN,2020,1.8
SWE,2000,3.4
SWE,2001,3.4
SWE,2002,3.3
SWE,2003,3.2
SWE,2004,3.1
SWE,2005,3.0
SWE,2006,2.8
SWE,2007,2.7
SWE,2008,2.6
SWE,2009,2.6
SWE,2010,2.5
SWE,2011,2.5
SWE,2012,2.4
SWE,2013,2.4
SWE,2014,2.4
SWE,2015,2.3
SWE,2016,2.3
SWE,2017,2.3
SWE,2018,2.2
SWE,2019,2.2
SWE,2020,2.1
SWZ,2000,67.8
SWZ,2001,69.0
SWZ,2002,69.6
SWZ,2003,69.8
SWZ,2004,69.1
SWZ,2005,68.3
SWZ,2006,58.8
SWZ,2007,59.3
SWZ,2008,61.1
SWZ,2009,57.9
SWZ,2010,54.7
SWZ,2011,51.5
SWZ,2012,50.6
SWZ,2013,49.5
SWZ,2014,50.1
SWZ,2015,45.2
SWZ,2016,42.6
SWZ,2017,43.5
SWZ,2018,39.4
SWZ,2019,37.7
SWZ,2020,37.4
SYC,2000,11.8
SYC,2001,11.8
SYC,2002,11.8
SYC,2003,11.8
SYC,2004,11.8
SYC,2005,11.8
SYC,2006,11.9
SYC,2007,11.9
SYC,2008,12.0
SYC,2009,12.0
SYC,2010,12.1
SYC,2011,12.2
SYC,2012,12.4
SYC,2013,12.5
SYC,2014,12.6
SYC,2015,12.7
SYC,2016,12.8
SYC,2017,12.7
SYC,2018,12.5
SYC,2019,12.3
SYC,2020,12.0
SYR,2000,19.6
SYR,2001,18.9
SYR,2002,18.2
SYR,2003,17.7
SYR,2004,17.2
SYR,2005,16.8
SYR,2006,16.5
SYR,2007,16.3
SYR,2008,16.2
SYR,2009,16.1
SYR,2010,16.2
SYR,2011,16.7
SYR,2012,23.4
SYR,2013,26.8
SYR,2014,27.7
SYR,2015,25.6
SYR,2016,25.0
SYR,2017,18.8
SYR,2018,18.9
SYR,2019,18.4
SYR,2020,18.4
TCD,2000,99.7
TCD,2001,98.2
TCD,2002,96.8
TCD,2003,95.3
TCD,2004,93.9
TCD,2005,92.4
TCD,2006,90.8
TCD,2007,89.2
TCD,2008,87.5
TCD,2009,85.8
TCD,2010,84.1
TCD,2011,82.3
TCD,2012,80.6
TCD,2013,78.9
TCD,2014,77.3
TCD,2015,75.7
TCD,2016,74.1
TCD,2017,72.4
TCD,2018,70.7
TCD,2019,69.0
TCD,2020,67.4
TEA,2000,33.0089449338398
TEA,2001,31.279931650807
TEA,2002,29.4983447219286
TEA,2003,27.744478207222
TEA,2004,26.4699504409119
TEA,2005,24.4762014523946
TEA,2006,23.0487944395128
TEA,2007,21.7453265681386
TEA,2008,20.8835775059837
TEA,2009,19.393638231124
TEA,2010,18.3635568032713
TEA,2011,17.4069822155264
TEA,2012,16.525907368015
TEA,2013,15.7438785130512
TEA,2014,14.9781825536304
TEA,2015,14.2878996468413
TEA,2016,13.6277306573618
TEA,2017,13.0387001741594
TEA,2018,12.4575277617501
TEA,2019,11.9809479819788
TEA,2020,11.5507295538528
TEC,2000,27.5865190935776
TEC,2001,25.995243913687
TEC,2002,24.3973891313618
TEC,2003,22.8796403310015
TEC,2004,21.4177165786863
TEC,2005,20.030988804383
TEC,2006,18.7646757477016
TEC,2007,17.6205510217106
TEC,2008,16.560970251107
TEC,2009,15.6012161954455
TEC,2010,14.7664588296065
TEC,2011,14.0203900884151
TEC,2012,13.3542413967684
TEC,2013,12.6790462213642
TEC,2014,12.0321847450975
TEC,2015,11.3750011704164
TEC,2016,10.8089233322776
TEC,2017,10.2198113659418
TEC,2018,9.75830752034977
TEC,2019,9.30345694050286
TEC,2020,8.90596072082142
TGO,2000,75.7
TGO,2001,73.7
TGO,2002,71.8
TGO,2003,69.9
TGO,2004,68.0
TGO,2005,66.3
TGO,2006,64.6
TGO,2007,62.9
TGO,2008,61.4
TGO,2009,59.8
TGO,2010,58.3
TGO,2011,56.7
TGO,2012,55.2
TGO,2013,53.7
TGO,2014,52.2
TGO,2015,50.8
TGO,2016,49.4
TGO,2017,48.1
TGO,2018,46.8
TGO,2019,45.5
TGO,2020,44.4
THA,2000,18.7
THA,2001,17.8
THA,2002,17.0
THA,2003,16.2
THA,2004,15.5
THA,2005,14.8
THA,2006,14.1
THA,2007,13.4
THA,2008,12.8
THA,2009,12.2
THA,2010,11.7
THA,2011,11.2
THA,2012,10.6
THA,2013,10.2
THA,2014,9.7
THA,2015,9.3
THA,2016,8.9
THA,2017,8.5
THA,2018,8.1
THA,2019,7.7
THA,2020,7.4
TJK,2000,67.6
TJK,2001,62.9
TJK,2002,58.4
TJK,2003,54.2
TJK,2004,50.4
TJK,2005,47.0
TJK,2006,44.1
TJK,2007,41.7
TJK,2008,39.7
TJK,2009,38.1
TJK,2010,36.9
TJK,2011,35.8
TJK,2012,35.0
TJK,2013,34.2
TJK,2014,33.4
TJK,2015,32.6
TJK,2016,31.8
TJK,2017,30.9
TJK,2018,30.1
TJK,2019,29.2
TJK,2020,28.4
TKM,2000,57.5
TKM,2001,54.7
TKM,2002,51.9
TKM,2003,49.2
TKM,2004,46.7
TKM,2005,44.4
TKM,2006,42.3
TKM,2007,40.6
TKM,2008,39.1
TKM,2009,38.0
TKM,2010,37.2
TKM,2011,36.7
TKM,2012,36.3
TKM,2013,36.3
TKM,2014,36.3
TKM,2015,36.4
TKM,2016,36.7
TKM,2017,37.0
TKM,2018,37.0
TKM,2019,36.6
TKM,2020,36.1
TLA,2000,27.8413606657602
TLA,2001,26.5145028098323
TLA,2002,25.3122479772385
TLA,2003,24.1528250699736
TLA,2004,23.0832513084681
TLA,2005,22.0680779711021
TLA,2006,21.1555929562138
TLA,2007,20.3159589800984
TLA,2008,19.5275720477779
TLA,2009,18.8208067035639
TLA,2010,19.3021221233468
TLA,2011,17.5651507327201
TLA,2012,17.0072002525696
TLA,2013,16.496886474914
TLA,2014,16.047405702864
TLA,2015,15.6209993000408
TLA,2016,15.7593297982224
TLA,2017,15.0727711368348
TLA,2018,14.6802888191674
TLA,2019,14.2808462788872
TLA,2020,13.9215504694254
TLS,2000,84.5
TLS,2001,80.6
TLS,2002,76.8
TLS,2003,73.0
TLS,2004,69.3
TLS,2005,65.7
TLS,2006,62.1
TLS,2007,58.8
TLS,2008,56.0
TLS,2009,53.6
TLS,2010,51.4
TLS,2011,49.4
TLS,2012,47.5
TLS,2013,45.9
TLS,2014,44.3
TLS,2015,42.8
TLS,2016,41.4
TLS,2017,40.1
TLS,2018,38.8
TLS,2019,37.7
TLS,2020,36.5
TMN,2000,36.9334097202344
TMN,2001,35.4605206880684
TMN,2002,34.0095707525406
TMN,2003,32.6131347548329
TMN,2004,31.2364784966624
TMN,2005,29.9186337313131
TMN,2006,28.6861160844303
TMN,2007,27.5060696962543
TMN,2008,26.3817798661145
TMN,2009,25.3782852608984
TMN,2010,24.5168486280719
TMN,2011,23.8353450833623
TMN,2012,23.5667713488793
TMN,2013,23.0782373897923
TMN,2014,22.5259535744124
TMN,2015,21.93360960965
TMN,2016,21.3624147241918
TMN,2017,20.5866457018914
TMN,2018,20.154536506715
TMN,2019,19.7035838990168
TMN,2020,19.211223434857
TON,2000,14.5
TON,2001,14.2
TON,2002,13.8
TON,2003,13.4
TON,2004,13.0
TON,2005,12.7
TON,2006,12.3
TON,2007,12.0
TON,2008,11.8
TON,2009,11.5
TON,2010,11.3
TON,2011,11.1
TON,2012,11.0
TON,2013,10.9
TON,2014,10.8
TON,2015,10.7
TON,2016,10.6
TON,2017,10.4
TON,2018,10.3
TON,2019,10.0
TON,2020,9.8
TSA,2000,68.6581439903036
TSA,2001,66.3499551698439
TSA,2002,64.0983689227944
TSA,2003,62.0393985615555
TSA,2004,60.0053327979482
TSA,2005,57.9797977974963
TSA,2006,56.0281621863634
TSA,2007,54.0954003336049
TSA,2008,52.1854358739565
TSA,2009,50.268924035792
TSA,2010,48.3659720632025
TSA,2011,46.5067183913223
TSA,2012,44.6497416378748
TSA,2013,42.7962331244686
TSA,2014,41.0892085415879
TSA,2015,39.2943434156102
TSA,2016,37.6510023529775
TSA,2017,36.0699053652777
TSA,2018,34.554942430606
TSA,2019,33.1118777975073
TSA,2020,31.8259778437462
TSS,2000,91.2125720679333
TSS,2001,88.380519423119
TSS,2002,85.4353711724734
TSS,2003,82.5080454577886
TSS,2004,79.6410439515231
TSS,2005,76.8670018948944
TSS,2006,74.267398136454
TSS,2007,71.7321016915709
TSS,2008,69.3627989300819
TSS,2009,67.1537178736452
TSS,2010,65.1129186741838
TSS,2011,63.2058425456109
TSS,2012,61.4458072953939
TSS,2013,59.8614255308781
TSS,2014,58.4044105779194
TSS,2015,57.0462071219079
TSS,2016,55.6672845048209
TSS,2017,54.2794760621569
TSS,2018,52.9188595815679
TSS,2019,51.5836897529811
TSS,2020,50.2607022432106
TTO,2000,24.7
TTO,2001,24.5
TTO,2002,24.3
TTO,2003,23.9
TTO,2004,23.5
TTO,2005,23.0
TTO,2006,22.4
TTO,2007,21.7
TTO,2008,21.2
TTO,2009,20.7
TTO,2010,20.1
TTO,2011,19.5
TTO,2012,18.9
TTO,2013,18.4
TTO,2014,17.8
TTO,2015,17.3
TTO,2016,16.8
TTO,2017,16.3
TTO,2018,15.8
TTO,2019,15.4
TTO,2020,14.8
TUN,2000,25.0
TUN,2001,23.4
TUN,2002,22.0
TUN,2003,20.8
TUN,2004,19.7
TUN,2005,18.8
TUN,2006,17.9
TUN,2007,17.2
TUN,2008,16.6
TUN,2009,16.2
TUN,2010,15.8
TUN,2011,15.5
TUN,2012,15.2
TUN,2013,15.0
TUN,2014,14.9
TUN,2015,14.8
TUN,2016,14.7
TUN,2017,14.7
TUN,2018,14.6
TUN,2019,14.5
TUN,2020,14.3
TUR,2000,30.9
TUR,2001,29.0
TUR,2002,27.1
TUR,2003,25.3
TUR,2004,23.6
TUR,2005,22.0
TUR,2006,20.5
TUR,2007,19.2
TUR,2008,17.9
TUR,2009,16.6
TUR,2010,15.5
TUR,2011,14.5
TUR,2012,13.6
TUR,2013,12.7
TUR,2014,11.9
TUR,2015,11.1
TUR,2016,10.5
TUR,2017,9.8
TUR,2018,9.2
TUR,2019,8.6
TUR,2020,8.1
TUV,2000,33.9
TUV,2001,33.3
TUV,2002,32.7
TUV,2003,32.1
TUV,2004,31.5
TUV,2005,30.8
TUV,2006,30.0
TUV,2007,29.0
TUV,2008,28.0
TUV,2009,27.0
TUV,2010,26.0
TUV,2011,25.1
TUV,2012,24.2
TUV,2013,23.4
TUV,2014,22.6
TUV,2015,21.9
TUV,2016,21.2
TUV,2017,20.6
TUV,2018,20.0
TUV,2019,19.3
TUV,2020,18.7
TZA,2000,78.9
TZA,2001,74.4
TZA,2002,69.9
TZA,2003,65.6
TZA,2004,61.9
TZA,2005,58.5
TZA,2006,55.8
TZA,2007,52.9
TZA,2008,51.0
TZA,2009,48.7
TZA,2010,47.1
TZA,2011,45.5
TZA,2012,44.0
TZA,2013,43.0
TZA,2014,41.9
TZA,2015,40.9
TZA,2016,39.7
TZA,2017,38.2
TZA,2018,36.8
TZA,2019,35.8
TZA,2020,34.7
UGA,2000,87.1
UGA,2001,83.4
UGA,2002,79.2
UGA,2003,74.7
UGA,2004,70.0
UGA,2005,65.6
UGA,2006,61.6
UGA,2007,57.9
UGA,2008,54.5
UGA,2009,52.1
UGA,2010,49.5
UGA,2011,47.0
UGA,2012,44.3
UGA,2013,42.4
UGA,2014,40.6
UGA,2015,38.9
UGA,2016,37.3
UGA,2017,35.7
UGA,2018,34.1
UGA,2019,33.0
UGA,2020,31.9
UKR,2000,15.7
UKR,2001,15.0
UKR,2002,14.3
UKR,2003,13.6
UKR,2004,13.0
UKR,2005,12.5
UKR,2006,12.0
UKR,2007,11.5
UKR,2008,11.1
UKR,2009,10.6
UKR,2010,10.1
UKR,2011,9.6
UKR,2012,9.2
UKR,2013,8.8
UKR,2014,8.4
UKR,2015,8.1
UKR,2016,7.9
UKR,2017,7.6
UKR,2018,7.4
UKR,2019,7.2
UKR,2020,6.9
UMC,2000,28.5
UMC,2001,26.9
UMC,2002,25.3
UMC,2003,23.7
UMC,2004,22.2
UMC,2005,20.8
UMC,2006,19.5
UMC,2007,18.3
UMC,2008,17.1
UMC,2009,16.0
UMC,2010,15.0
UMC,2011,14.2
UMC,2012,13.4
UMC,2013,12.7
UMC,2014,12.1
UMC,2015,11.5
UMC,2016,11.0
UMC,2017,10.4
UMC,2018,10.0
UMC,2019,9.5
UMC,2020,9.1
URY,2000,14.8
URY,2001,14.4
URY,2002,14.1
URY,2003,13.7
URY,2004,13.2
URY,2005,12.5
URY,2006,11.7
URY,2007,11.0
URY,2008,10.3
URY,2009,9.7
URY,2010,9.3
URY,2011,8.9
URY,2012,8.6
URY,2013,8.3
URY,2014,8.0
URY,2015,7.6
URY,2016,7.2
URY,2017,6.8
URY,2018,6.3
URY,2019,5.8
URY,2020,5.3
USA,2000,7.1
USA,2001,7.0
USA,2002,6.9
USA,2003,6.9
USA,2004,6.8
USA,2005,6.7
USA,2006,6.7
USA,2007,6.6
USA,2008,6.5
USA,2009,6.4
USA,2010,6.2
USA,2011,6.1
USA,2012,6.0
USA,2013,6.0
USA,2014,5.9
USA,2015,5.8
USA,2016,5.7
USA,2017,5.7
USA,2018,5.6
USA,2019,5.5
USA,2020,5.4
UZB,2000,50.8
UZB,2001,48.4
UZB,2002,45.7
UZB,2003,43.0
UZB,2004,40.1
UZB,2005,37.4
UZB,2006,34.8
UZB,2007,32.2
UZB,2008,29.8
UZB,2009,27.5
UZB,2010,25.4
UZB,2011,23.4
UZB,2012,21.7
UZB,2013,20.0
UZB,2014,18.6
UZB,2015,17.3
UZB,2016,16.1
UZB,2017,15.0
UZB,2018,14.1
UZB,2019,13.3
UZB,2020,12.5
VCT,2000,19.2
VCT,2001,19.1
VCT,2002,19.1
VCT,2003,19.0
VCT,2004,19.0
VCT,2005,18.9
VCT,2006,18.8
VCT,2007,18.7
VCT,2008,18.5
VCT,2009,18.2
VCT,2010,17.8
VCT,2011,17.3
VCT,2012,16.8
VCT,2013,16.2
VCT,2014,15.7
VCT,2015,15.2
VCT,2016,14.7
VCT,2017,14.3
VCT,2018,13.8
VCT,2019,13.4
VCT,2020,12.9
VEN,2000,18.4
VEN,2001,17.8
VEN,2002,17.4
VEN,2003,16.9
VEN,2004,16.4
VEN,2005,15.8
VEN,2006,15.4
VEN,2007,15.0
VEN,2008,14.7
VEN,2009,14.6
VEN,2010,14.7
VEN,2011,14.7
VEN,2012,14.9
VEN,2013,15.1
VEN,2014,15.4
VEN,2015,16.4
VEN,2016,21.1
VEN,2017,21.1
VEN,2018,21.1
VEN,2019,21.1
VEN,2020,21.1
VNM,2000,23.5
VNM,2001,22.6
VNM,2002,21.7
VNM,2003,21.0
VNM,2004,20.4
VNM,2005,19.9
VNM,2006,19.4
VNM,2007,19.1
VNM,2008,18.8
VNM,2009,18.5
VNM,2010,18.3
VNM,2011,18.1
VNM,2012,17.9
VNM,2013,17.8
VNM,2014,17.6
VNM,2015,17.4
VNM,2016,17.3
VNM,2017,17.1
VNM,2018,17.0
VNM,2019,16.9
VNM,2020,16.7
VUT,2000,23.9
VUT,2001,23.7
VUT,2002,23.6
VUT,2003,23.5
VUT,2004,23.6
VUT,2005,23.6
VUT,2006,23.8
VUT,2007,23.9
VUT,2008,24.1
VUT,2009,24.2
VUT,2010,24.3
VUT,2011,24.5
VUT,2012,24.5
VUT,2013,24.3
VUT,2014,24.1
VUT,2015,23.6
VUT,2016,23.2
VUT,2017,22.7
VUT,2018,22.2
VUT,2019,21.6
VUT,2020,21.1
WLD,2000,52.8
WLD,2001,51.1
WLD,2002,49.3
WLD,2003,47.6
WLD,2004,45.9
WLD,2005,44.2
WLD,2006,42.6
WLD,2007,41.0
WLD,2008,39.6
WLD,2009,38.1
WLD,2010,36.9
WLD,2011,35.5
WLD,2012,34.4
WLD,2013,33.3
WLD,2014,32.3
WLD,2015,31.4
WLD,2016,30.6
WLD,2017,29.7
WLD,2018,28.9
WLD,2019,28.1
WLD,2020,27.4
WSM,2000,18.1
WSM,2001,17.6
WSM,2002,17.1
WSM,2003,16.8
WSM,2004,16.6
WSM,2005,16.5
WSM,2006,16.5
WSM,2007,16.5
WSM,2008,16.5
WSM,2009,18.8
WSM,2010,16.6
WSM,2011,16.5
WSM,2012,16.4
WSM,2013,16.2
WSM,2014,16.1
WSM,2015,15.9
WSM,2016,15.7
WSM,2017,15.5
WSM,2018,15.3
WSM,2019,15.0
WSM,2020,14.6
YEM,2000,68.8
YEM,2001,65.8
YEM,2002,62.8
YEM,2003,60.0
YEM,2004,57.3
YEM,2005,54.8
YEM,2006,52.3
YEM,2007,50.0
YEM,2008,48.0
YEM,2009,46.4
YEM,2010,45.5
YEM,2011,45.3
YEM,2012,45.4
YEM,2013,45.2
YEM,2014,45.4
YEM,2015,46.1
YEM,2016,46.0
YEM,2017,45.9
YEM,2018,46.5
YEM,2019,46.4
YEM,2020,45.7
ZAF,2000,47.7
ZAF,2001,47.8
ZAF,2002,47.9
ZAF,2003,48.4
ZAF,2004,49.4
ZAF,2005,49.4
ZAF,2006,48.7
ZAF,2007,46.6
ZAF,2008,43.0
ZAF,2009,38.4
ZAF,2010,34.4
ZAF,2011,32.1
ZAF,2012,31.0
ZAF,2013,30.1
ZAF,2014,29.4
ZAF,2015,28.6
ZAF,2016,28.0
ZAF,2017,27.6
ZAF,2018,26.9
ZAF,2019,26.3
ZAF,2020,25.8
ZMB,2000,90.2
ZMB,2001,85.3
ZMB,2002,79.2
ZMB,2003,73.2
ZMB,2004,67.1
ZMB,2005,61.9
ZMB,2006,58.4
ZMB,2007,56.7
ZMB,2008,54.5
ZMB,2009,52.9
ZMB,2010,51.2
ZMB,2011,50.1
ZMB,2012,49.1
ZMB,2013,46.6
ZMB,2014,46.0
ZMB,2015,46.9
ZMB,2016,45.6
ZMB,2017,44.3
ZMB,2018,43.9
ZMB,2019,42.9
ZMB,2020,41.7
ZWE,2000,51.9
ZWE,2001,51.1
ZWE,2002,50.7
ZWE,2003,50.4
ZWE,2004,51.2
ZWE,2005,51.7
ZWE,2006,53.4
ZWE,2007,54.6
ZWE,2008,54.5
ZWE,2009,54.0
ZWE,2010,52.1
ZWE,2011,50.8
ZWE,2012,46.5
ZWE,2013,44.8
ZWE,2014,42.9
ZWE,2015,42.1
ZWE,2016,40.8
ZWE,2017,39.9
ZWE,2018,38.8
ZWE,2019,38.1
ZWE,2020,37.9
